
 18.8020  21.2320  44.5670       8.80742857      14.32828571 
 32.3880   4.4770  33.2000       8.33713043      13.98056522 
 38.4260  11.3370  37.1250       9.04883333      13.74927778 
  0.1780   8.4380  75.0000       8.43344737      13.71126316 
 15.7260  19.5310  80.4670       9.10526316      13.40894737 
 30.6270  15.9560  26.3500       9.88495833      13.47962500 
 50.7320  11.2520  23.2250       8.07663462      13.32211538 
 26.0670  16.0290  28.7500       8.37860000      13.48317143 
 48.5850   9.8730  18.0000       9.62425806      12.86725806 
 34.0010  13.5980  96.4000      10.43278723      13.07353191 
 36.8690   9.7980  41.7500       8.65580000      12.96830000 
 20.0490  21.1550  47.7330       8.55277778      12.95233333 
 19.1460  18.9420  40.3000       8.32606667      13.00093333 
 18.9050  22.2070  42.1000       8.32507143      12.87492857 
 27.8230  18.9500  42.5000       9.03807143      12.71342857 
 16.2410  29.8330  61.9500       8.66862500      12.61400000 
  0.2240  31.0700  81.2670      10.56553333      12.67540000 
 30.5160  17.5860  52.6000       8.46866667      12.46740000 
 33.7050  11.7090  30.4500       8.28364706      12.61494118 
 40.9700   8.0850  20.3000      10.08980000      12.20466667 
 52.7940  10.8220  34.1000       7.88124638      12.18802899 
 41.9680   9.9180  23.6000       9.60877778      12.47966667 
 39.1750  12.8140  27.0000      10.71969231      12.39369231 
 53.7110  11.1070  22.7000       8.40954386      12.35150877 
 25.9620  16.9610  33.5000       8.88405000      12.37465000 
 22.5410  18.7960  35.8000       9.27913333      12.44033333 
 26.6450  11.8130  26.8000       9.79231250      12.14806250 
 29.0280  14.1350  27.7330       9.29385000      12.00125000 
 36.6640  13.3800  25.7000       8.98082353      12.04288235 
 42.4450  17.0170  43.3000       8.63277273      11.94095455 
 56.9200   7.8560  22.8500       6.89830000      11.94450000 
 61.2990   8.4610  17.9000      10.83857692      11.80323077 
 60.7500   8.6810  32.5000       9.85161905      11.87347619 
 68.8920  13.9060  22.5000       7.37695833      11.61904167 
 38.2980  14.2360  53.2000       9.77938889      11.76222222 
 54.8390   7.6250  18.8000       6.77921429      11.57821429 
 56.7060  10.0480  19.9000       8.94745455      11.60600000 
 62.2750   7.4670  19.7000       9.19442857      11.65600000 
 46.7160   9.5490  41.7000       6.18726923      11.28784615 
 57.0660   9.9630  42.9000      10.54630556      11.50911111 
 54.5220  11.6180  30.6000      10.95459375      11.46912500 
 43.9620  13.1850  60.0000       7.02595455      11.31677273 
 40.0740  10.6550  19.9750       9.19714286      11.43485714 
 23.9740  14.9480  28.4500       9.59125000      11.32766667 
 17.6770  16.9400  31.8000       8.90823529      11.12273529 
 14.3060  18.7390  36.3000       6.43540741      11.26485185 
 19.1010  18.4770  39.6000      10.94657143      11.07268571 
 16.5310  18.3240  76.1000       9.25355556      11.17283333 
 16.4920  25.8730  44.3330       9.43400000      11.08080952 

