
1   14041   14785.3 14722.6 15041.4 16240.3 17165.3 18654.7 19962   20640.3 22019.1 23930.3 25098.3 26858.7 28328.2 29759.6 31194.7 9.54973690011464    9.60138872291603    9.59713900712033    9.61856167827806    9.69525108645145    9.75064518316406    9.83385340404645    9.90158574524653    9.93500075437359    9.99966553750679    10.0829007173888    10.1305553937425    10.1983450697995    10.2516130539193    10.3009070479965    10.3480034875729    0.0532177724972142
2   10911.6 10925.1 11036.2 11342.1 12456   13581.4 14118.1 14742.6 15888.6 17621.4 19159.2 19875.9 21152   22307.3 23545.6 25354.2 9.29758172251987    9.29881817323998    9.30893605768112    9.33627674532227    9.42995771351383    9.5164564885825 9.55521294108659    9.59849654096171    9.67335714992235    9.77686935149836    9.8605382969997 9.89726322151616    9.95948974265141    10.0126692581396    10.0666942454704    10.1406996757692    0.056207863549956
3   7279.7  7515.6  7857.6  8435    8705.4  9447.8  10665.7 11851.4 13146.8 14029   15029.2 15056.7 15927.1 16870.1 18142.2 19351.2 8.89284493155042    8.92473613931937    8.96923649528498    9.04014499498007    9.07169880174969    9.15353718915187    9.27478826400706    9.3802012830448 9.48393366198486    9.54888189471877    9.61775025445085    9.61957835383684    9.67577733987839    9.73329810320472    9.805995995257  9.87050971203892    0.065177652032567
4   7973.4  8033.5  8092.6  8637.1  9398.3  10403.5 11372.3 12006.8 12712.9 13834.1 14888.7 15435.3 16293.8 17072.6 18476.5 19736.8 8.98386628056552    8.99137557748339    8.99870534284484    9.06382215730751    9.14828410083874    9.24989756697464    9.33893585300682    9.39322843494188    9.45037250495521    9.5348918377017 9.60835781494919    9.64441237309334    9.6985399463384 9.74523011819106    9.82425493331898    9.8902401924505 0.0604249274589988
5   6704.1  6834.5  6877.5  7235.8  7719.4  8413    9092.8  9868.3  10370.4 11062.7 12298.6 13483.7 14486   15133.9 16252.8 17377.3 8.81047455851845    8.82973859359271    8.83601049279873    8.88679620655333    8.9514919197912 9.03753340755081    9.11523817054286    9.19708287848426    9.24671087328583    9.31133436824881    9.41724071374418    9.50923682751553    9.58093794475527    9.62469253959421    9.69602048060693    9.76292003577303    0.0634963651503056
6   8591    8752    8663.5  9065.4  9850.3  10875.1 11733.7 12637.5 13333.4 14680.2 16242.2 17062.5 18060.5 18790   20350.9 21769   9.05847042263806    9.07703752466176    9.0668740769509 9.11222024797385    9.19525719055513    9.29423105131691    9.37022032242981    9.44442386332873    9.49802744441546    9.5942549260539 9.69536807252101    9.74463835192732    9.80148251208054    9.84108009240751    9.92088041593702    9.98824221840094    0.061984786384192
7   6688.9  6672.7  6671    6988.3  7425.9  8274.4  8642.4  9064.5  9578.2  10497.3 11344.5 12634.4 13290.8 13641.4 14560.3 15859.4 8.80820471508888    8.80577985460242    8.80552505270952    8.85199260107086    8.91272916844652    9.02092169006359    9.06443560100278    9.11212096446972    9.1672449618706 9.25887336022158    9.33648832396419    9.44417853155585    9.49482734553142    9.52086456542659    9.58605392593401    9.67151766345179    0.0575541965575272
8   6673.4  6844.1  6796.6  7135.2  7356.1  8116.9  8839.7  9318    9833.3  10538   11309.2 11883.2 12623.3 13369.4 14150.3 14981.9 8.80588475416119    8.83114224624374    8.82417776612252    8.872795560352  8.90328517997656    9.00170358686269    9.08700821840424    9.13970329237674    9.19352986382355    9.26274305076923    9.33337183274457    9.38288091691503    9.44329959161162    9.50072379249963    9.55749110426006    9.61459808480927    0.0539142220432054
9   8238.5  8388    8321.6  8666.3  9414.7  10360.4 11132.9 11584.7 12138.8 13030.4 13880.2 14965.6 15835.5 16548.4 17784.6 18836   9.01657356749749    9.03455739202181    9.02660982301881    9.06719721974821    9.15002757653685    9.24574612510674    9.31765996738351    9.35744054097658    9.40416221294034    9.47504036803604    9.53821864317888    9.61350951303469    9.67000953409786    9.71404469939455    9.78608819326655    9.84352521136345    0.0551301095910639
10  6598.3  6820.4  6960    7285.9  7900.2  8893.9  9585.8  10349.2 10931   11991   13011.8 14000.6 15214.1 16059.2 17005.8 17976.5 8.79456731907861    8.827673400144  8.84793475332846    8.89369625252236    8.97464335459035    9.09312092747247    9.16803811574228    9.24466450102014    9.29935806829384    9.39191164737943    9.47361191704782    9.54685546482191    9.62997790842903    9.68403717305954    9.74130974132148    9.7968206283426 0.0668168872842664
11  6867.6  6935.1  6912.9  7245.9  7547.6  8679.4  9405    9921.8  10268.2 10959.4 11578.9 12021.9 12959.4 13732.7 14225.1 15022   8.83456997920306    8.84435075225564    8.84114451034086    8.88819107064215    8.92898491091356    9.06870768084123    9.14899674173513    9.20248963543147    9.23680701979121    9.30195281447792    9.3569397552506 9.394485265481  9.46957667253826    9.52753512910125    9.5627632888468 9.61727107224596    0.0521800728695267
12  11050.9 11611.3 12738.5 14166.4 15126.2 15991.7 18197.9 19331.9 20197.4 21210.2 22798.1 24084   25267.2 25585.7 26593.7 28157.3 9.31026715159299    9.35973404086105    9.45238418279087    9.55862824253782    9.62418361859486    9.67982511662459    9.80906148179218    9.86951186018106    9.9133091622338 9.96223747702865    10.0344324781368    10.0893029985843    10.137262390919 10.149788880646 10.188429624613 10.2455619249933    0.0623529848933547
13  10098.3 10603.6 11527   12766.4 13581.7 14342   15762.9 16839.5 17562.4 18592.8 20158.3 21485.3 22756.5 23373.2 24584   26070   9.2201223718308 9.26894884508295    9.35244738860101    9.45457199855402    9.51647857737207    9.57094757444252    9.66541435663636    9.73148259614412    9.77351553210971    9.8305296879858 9.91137139323289    9.97512425934177    10.0326060978563    10.0593453458442    10.1098511038103    10.1685405069275    0.0632278756731164
14  8966.8  9442.5  10283.4 11369.9 12068   12625.9 13784   14886.4 15644.1 16543.6 17887.6 18896.1 19857.9 20457   21565.7 22770.8 9.10128414669974    9.15297605458661    9.23828622362658    9.33872479163115    9.39831260027895    9.44350553873147    9.53126377820777    9.60820332344424    9.65784912808203    9.71375459906615    9.79186301434524    9.84671083054846    9.89635719182701    9.92608040118876    9.97885936855977    10.0332342923888    0.0621300097126027
